,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_Nm,torque_rpm,company,Model
5911,2015,950000,30000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.3,5.0,145.0,4600,Honda,City
5912,2015,550000,160000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
5913,2007,270000,147500,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,20.4,1400,Toyota,Innova
5914,2013,280000,90000,Diesel,Individual,Manual,Third Owner,22.07,1199,73.9,5.0,180.0,2000,Volkswagen,Polo
5915,2015,630000,70000,Diesel,Individual,Manual,Second Owner,28.09,1248,88.5,5.0,200.0,1750,Maruti,Ciaz
5916,2007,220000,70000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,5.0,12.7,2700,Honda,City
5917,2014,320000,120000,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7.0,218.0,1400,Mahindra,Xylo
5918,2013,225000,75000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
5919,2010,380000,85000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,5.0,146.0,4800,Honda,City
5920,2012,380000,70000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,5.0,190.0,2000,Maruti,Swift
5921,2017,600000,29000,Diesel,Individual,Manual,First Owner,22.0,1498,108.495,5.0,250.0,1500,Volkswagen,other_model
5922,2014,620000,40000,Diesel,Individual,Manual,Second Owner,13.1,2499,141.0,7.0,330.0,1800,Ford,other_model
5923,2012,500000,90000,Diesel,Individual,Automatic,First Owner,19.08,1582,126.32,5.0,259.8,1900,Hyundai,Verna
5924,2015,700000,40000,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0,7.0,230.0,1500,Mahindra,TUV
5925,2015,550000,138000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5.0,205.0,1750,Ford,EcoSport
5926,2016,600000,70000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,190.0,2000,Maruti,Swift
5927,2019,550000,30000,Petrol,Individual,Manual,Second Owner,19.44,999,75.0,5.0,95.0,3000,Volkswagen,other_model
5928,2013,475000,125000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.3,5.0,259.9,1900,Hyundai,Verna
5929,2015,615000,120000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5.0,200.0,1750,Honda,City
5930,2013,385000,180000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
5931,2015,500000,20000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5.0,140.0,1500,Tata,Zest
5932,2012,450000,80000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5.0,200.0,1750,Renault,Duster
5933,2014,969999,110000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7.0,200.0,1400,Toyota,Innova
5934,2013,580000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
5935,2017,550000,40000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5.0,170.0,1800,Toyota,other_model
5936,2018,780000,30000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5.0,110.0,4800,Honda,other_model
5937,2014,500000,80000,Diesel,Individual,Manual,First Owner,25.01,1498,89.75,5.0,204.0,2000,Ford,Fiesta
5938,2011,270000,140000,Diesel,Individual,Manual,Second Owner,20.0,1968,108.5,5.0,250.0,1500,Skoda,other_model
5939,2017,335000,25000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,90.0,3500,Maruti,Alto
5940,2017,755000,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,190.0,2000,Maruti,Swift
5941,2016,651000,42323,Diesel,Dealer,Manual,First Owner,21.19,1396,88.76,5.0,219.66,1500,Hyundai,i20
5942,2011,1075000,42545,Diesel,Dealer,Automatic,First Owner,19.62,1998,190.0,5.0,400.0,1750,BMW,other_model
5943,2016,690000,32000,Diesel,Dealer,Manual,First Owner,25.1,1248,88.5,5.0,200.0,1750,Maruti,other_model
5944,2017,589000,41232,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0,5.0,190.0,2000,Maruti,Swift
5945,2015,445000,40200,Diesel,Dealer,Manual,First Owner,21.0,1498,74.96,7.0,210.0,1600,Mahindra,Bolero
5946,2013,475000,48000,Diesel,Dealer,Manual,Second Owner,21.7,1498,98.96,5.0,215.0,1750,Ford,other_model
5947,2014,465000,27233,Diesel,Dealer,Manual,First Owner,27.4,1498,98.63,5.0,200.0,1750,Honda,Amaze
5948,2011,225000,35000,Petrol,Individual,Manual,First Owner,15.0,1368,90.0,5.0,116.0,4750,Tata,Manza
5949,2005,310000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8.0,20.4,1400,Toyota,Innova
5950,2016,445000,63000,Diesel,Dealer,Manual,First Owner,15.3,2956,83.8,9.0,250.0,1000,Tata,other_model
5951,2015,445000,62000,Diesel,Dealer,Manual,First Owner,21.0,1498,74.96,7.0,210.0,1600,Mahindra,Bolero
5952,2012,450000,68240,Diesel,Dealer,Manual,First Owner,13.93,2956,138.1,7.0,320.0,1700,Tata,New
5953,2008,450000,78000,Diesel,Dealer,Manual,First Owner,15.4,1997,120.0,7.0,280.0,1800,Mahindra,Scorpio
5955,2010,200000,35000,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
5956,2018,611000,9000,Petrol,Dealer,Manual,First Owner,19.1,1197,85.8,5.0,114.0,4000,Maruti,Swift
5957,2016,819999,39000,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5.0,259.9,1900,Hyundai,Creta
5958,2016,825000,39000,Diesel,Dealer,Manual,First Owner,21.38,1396,88.7,5.0,219.7,1500,Hyundai,Creta
5959,2015,599000,92651,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,5.0,215.0,1750,Ford,other_model
5960,2018,490000,28000,Petrol,Dealer,Manual,First Owner,16.1,1197,85.0,5.0,113.0,4500,Maruti,Swift
5961,2017,340000,30000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
5962,2009,1000000,80000,Petrol,Individual,Automatic,Third Owner,10.93,3498,272.0,5.0,355.0,4500,Mercedes-Benz,other_model
5963,2018,1237000,46000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,259.9,1900,Hyundai,Creta
5964,2013,350000,70000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5.0,180.0,2000,Volkswagen,Polo
5965,2000,31000,56194,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
5966,2018,695000,40000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
5967,2015,270000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
5968,2016,790000,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,200.0,1750,Maruti,Ertiga
5969,2016,590000,120000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,190.0,2000,Maruti,Swift
5970,2017,635000,120000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,5.0,113.0,4200,Maruti,Swift
5971,2015,540000,110000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
5972,2012,265000,67000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12,5.0,160.0,2000,Renault,other_model
5973,2014,600000,50000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
5974,2012,409999,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5.0,259.9,1900,Hyundai,Verna
5975,2015,525000,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5.0,170.0,1800,Toyota,Etios
5976,2011,150000,50000,Diesel,Individual,Manual,First Owner,18.5,1399,68.0,5.0,160.0,2000,Ford,Figo
5977,2007,55000,70000,Petrol,Individual,Manual,Third Owner,15.9,1298,85.0,5.0,110.0,4500,Maruti,other_model
5978,2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,5.0,6.1,3000,Maruti,other_model
5979,2017,925000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,200.0,1750,Maruti,Vitara
5980,2017,690000,65000,Diesel,Individual,Manual,Second Owner,21.04,1461,83.8,7.0,200.0,1900,Renault,other_model
5981,2012,560000,200000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7.0,200.0,1750,Maruti,Ertiga
5982,2018,950000,7500,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,200.0,1750,Maruti,Ciaz
5983,2017,695000,65000,Diesel,Individual,Manual,Second Owner,21.04,1461,83.8,7.0,200.0,1900,Renault,other_model
5984,2013,450000,35000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5.0,114.0,4000,Maruti,Swift
5985,2013,2000000,60000,Diesel,Individual,Automatic,First Owner,16.2,2993,235.0,5.0,51.0,1750,BMW,other_model
5986,2009,229999,71000,Petrol,Individual,Manual,First Owner,16.1,1197,85.0,5.0,113.0,4500,Maruti,Swift
5987,2017,300000,30000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,90.0,3500,Maruti,Alto
5988,2012,200000,50000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
5989,2008,725000,80000,Diesel,Individual,Automatic,Second Owner,14.84,2143,170.0,5.0,400.0,1400,Mercedes-Benz,New
5990,2011,235000,90000,Petrol,Individual,Manual,Second Owner,18.06,1198,75.0,5.0,104.0,4000,Nissan,other_model
5991,2017,666000,13000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
5992,2000,65000,100000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
5994,2018,834000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5.0,200.0,1750,Honda,other_model
5995,2012,430000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
5996,2010,360000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,5.0,190.0,2000,Maruti,Swift
5997,2014,240000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
5998,2016,210000,210000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,190.0,2000,Maruti,Swift
5999,2010,135000,148000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,5.0,135.0,2500,Tata,Indigo
6000,2017,700000,54188,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,240.0,1600,Mahindra,TUV
6001,2017,750000,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,240.0,1600,Mahindra,TUV
6002,2012,425000,90000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,5.0,250.0,1500,Skoda,Rapid
6003,2011,150000,100000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5.0,108.0,4400,Chevrolet,Beat
6004,2014,215000,40000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
6005,2014,225000,35000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5.0,104.0,4000,Datsun,GO
6006,2017,330000,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,91.0,4250,Renault,KWID
6007,2007,54000,144000,LPG,Individual,Manual,Second Owner,10.9,796,32.8,5.0,57.0,2500,Maruti,other_model
6008,2014,374000,54043,Petrol,Dealer,Automatic,First Owner,18.9,1197,81.86,5.0,113.75,4000,Hyundai,Grand
6009,2012,549000,66657,Diesel,Dealer,Automatic,First Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
6010,2016,390000,42000,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5.0,135.0,2500,Tata,Indigo
6011,2013,455999,35582,Petrol,Dealer,Manual,First Owner,18.5,1197,82.85,5.0,113.7,4000,Hyundai,i20
6012,2013,453000,54327,Petrol,Dealer,Automatic,Second Owner,17.2,1197,103.6,5.0,175.0,1500,Volkswagen,Polo
6013,2016,579000,7949,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75,5.0,110.0,3750,Volkswagen,other_model
6014,2010,258000,59734,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,5.0,111.8,4000,Hyundai,i10
6015,2012,428000,49185,Petrol,Dealer,Manual,First Owner,16.8,1497,116.4,5.0,146.0,4800,Honda,City
6016,2011,262000,56389,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5.0,111.7,4000,Hyundai,i10
6017,2013,389000,58245,Petrol,Dealer,Manual,First Owner,16.47,1198,73.9,5.0,110.0,3750,Volkswagen,Polo
6018,2015,346000,36422,Petrol,Dealer,Manual,First Owner,18.44,1198,75.0,5.0,104.0,4000,Nissan,other_model
6019,2011,339000,42535,Petrol,Dealer,Manual,First Owner,16.7,1198,88.8,5.0,110.0,4800,Honda,Jazz
6020,2011,272000,40736,Petrol,Dealer,Automatic,First Owner,16.95,1197,78.9,5.0,111.8,4000,Hyundai,i10
6021,2012,369000,56246,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,5.0,114.0,4000,Maruti,Swift
6022,2011,277000,55403,Petrol,Dealer,Manual,First Owner,18.6,1197,85.8,5.0,114.0,4000,Maruti,Swift
6023,2018,535000,30000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,5.0,114.0,3500,Tata,other_model
6024,2015,265000,67000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,90.0,3500,Maruti,Alto
6025,2013,400000,70000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5.0,154.9,4200,Hyundai,Verna
6026,2014,459999,90000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5.0,160.0,1500,Hyundai,Grand
6027,2019,667000,7500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,114.73,4000,Hyundai,other_model
6028,2011,300000,80000,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7.0,320.0,1700,Tata,New
6029,2012,229999,186000,Diesel,Individual,Manual,First Owner,23.57,1396,70.0,5.0,140.0,1800,Tata,Indigo
6030,2016,200000,110000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.0,5.0,140.0,1800,Tata,Indica
6031,2005,150000,120000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5.0,16.3,2000,Ford,Fiesta
6032,2012,280000,105358,Diesel,Individual,Manual,Third Owner,17.8,1399,67.0,5.0,160.0,2000,Ford,Fiesta
6033,2014,590000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
6034,2010,142000,49200,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5.0,99.04,4500,Hyundai,i10
6035,2017,850000,40000,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5.0,145.0,4600,Honda,City
6036,2014,600000,40000,Diesel,Individual,Manual,Second Owner,24.2,1498,98.6,7.0,200.0,1750,Honda,other_model
6037,2017,700000,40000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,7.0,240.0,1600,Mahindra,TUV
6038,2013,200000,70000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5.0,108.0,4400,Chevrolet,Beat
6039,2016,900000,110000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5.0,259.9,1900,Hyundai,Creta
6040,2014,220000,100000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,90.0,3500,Maruti,Alto
6041,2018,650000,10000,Petrol,Individual,Automatic,Second Owner,18.9,1197,81.86,5.0,113.75,4000,Hyundai,Grand
6042,2017,3100000,70000,Diesel,Individual,Automatic,First Owner,15.04,2755,174.5,7.0,450.0,1600,Toyota,Fortuner
6043,2016,1500000,100600,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,8.0,343.0,1400,Toyota,Innova
6044,2012,1800000,50000,Diesel,Individual,Automatic,First Owner,16.09,1995,184.0,5.0,380.0,1750,BMW,other_model
6045,2014,800000,136000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
6046,2017,2100000,48000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,5.0,300.0,1600,Mercedes-Benz,other_model
6047,2010,250000,110000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,5.0,16.3,2000,Ford,Fiesta
6048,2012,550000,86000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5.0,248.0,2250,Renault,Duster
6049,2009,125000,141000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
6050,2011,450000,80000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,5.0,146.0,4800,Honda,City
6051,2015,850000,140000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
6052,2014,459999,65000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
6053,2014,434999,110000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
6054,2008,120000,100000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5.0,13.5,2500,Tata,Indigo
6055,2015,600000,80000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,190.0,2000,Maruti,Swift
6056,2008,135000,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
6057,2016,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5.0,112.0,4000,Ford,Figo
6058,2014,385000,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5.0,90.0,3500,Maruti,Celerio
6059,2016,800000,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5.0,151.0,4850,Hyundai,Creta
6060,2016,780000,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
6061,2008,100000,195000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
6062,2017,650000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
6063,2004,50000,50000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
6064,2012,425000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
6065,2015,500000,70000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5.0,209.0,2000,Fiat,other_model
6066,2017,590000,30000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5.0,190.0,2000,Maruti,Swift
6067,2016,459999,27000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5.0,90.0,3500,Maruti,Celerio
6068,2020,578000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,113.0,4200,Maruti,Swift
6069,2012,550000,110000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7.0,200.0,1750,Maruti,Ertiga
6070,2013,465000,80000,Petrol,Individual,Manual,Second Owner,16.8,1497,116.3,5.0,146.0,4800,Honda,City
6071,2018,890000,80000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7.0,195.0,1400,Mahindra,Bolero
6072,2014,250000,110000,Diesel,Individual,Manual,First Owner,20.8,1461,65.0,5.0,160.0,2000,Mahindra,other_model
6073,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51,998,67.0,5.0,90.0,3500,Maruti,Wagon
6074,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,113.0,4200,Maruti,Swift
6075,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,69.0,3500,Maruti,Alto
6076,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
6077,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5.0,113.0,4200,Maruti,Swift
6078,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,7.0,320.0,1500,Tata,other_model
6079,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5,1197,82.85,5.0,113.7,4000,Hyundai,i20
6080,2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5.0,190.0,2000,Maruti,Swift
6081,2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
6082,2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53,1794,138.1,5.0,173.0,4000,Toyota,other_model
6083,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5.0,109.0,4500,Honda,other_model
6084,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5.0,115.0,4000,Maruti,Baleno
6085,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7.0,320.0,1500,Tata,Safari
6086,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
6087,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5.0,72.0,4386,Renault,KWID
6088,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,5.0,104.0,4000,Datsun,GO
6089,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,200.0,1750,Maruti,Vitara
6090,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5.0,113.75,4000,Hyundai,Xcent
6091,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5.0,69.0,3500,Maruti,Alto
6092,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0,1197,80.0,5.0,11.4,4000,Hyundai,i20
6093,2015,610000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5.0,219.66,1500,Hyundai,i20
6094,2015,615000,60000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,190.0,2000,Maruti,Swift
6095,2014,684000,60000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7.0,200.0,1750,Maruti,Ertiga
6096,2014,680000,64000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.8,7.0,200.0,1750,Maruti,Ertiga
6097,2014,500000,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5.0,200.0,1900,Renault,Duster
6098,2014,520000,120000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5.0,200.0,1900,Renault,Duster
6102,2018,675000,60000,Diesel,Individual,Manual,First Owner,24.4,1498,98.63,5.0,215.0,1750,Ford,other_model
6103,2011,1350000,81500,Diesel,Individual,Automatic,Second Owner,14.84,2143,167.62,5.0,400.0,1400,Mercedes-Benz,New
6104,2011,1350000,80000,Diesel,Individual,Automatic,First Owner,15.8,2148,170.0,5.0,42.0,2000,Mercedes-Benz,New
6105,2019,675000,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5.0,113.0,4200,Maruti,Swift
6106,2016,725000,30000,Diesel,Individual,Manual,First Owner,21.7,1498,98.96,5.0,215.0,1750,Ford,other_model
6107,2019,1200000,15000,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,5.0,300.0,1500,Mahindra,other_model
6108,2018,650000,40000,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,5.0,230.0,1500,Volkswagen,Polo
6109,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197,110.0,5.0,200.0,2000,Mahindra,other_model
6110,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5.0,259.9,1900,Hyundai,Creta
6111,2017,670000,48000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
6112,2018,780000,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
6113,2017,720000,60000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,200.0,1750,Maruti,Ciaz
6114,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
6115,2017,600000,29000,Diesel,Individual,Manual,First Owner,22.0,1498,108.495,5.0,250.0,1500,Volkswagen,other_model
6116,2016,535000,50000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5.0,200.0,1750,Renault,Duster
6117,2009,142000,110000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5.0,111.7,4000,Hyundai,i10
6118,2017,515000,23000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5.0,115.0,4000,Maruti,Baleno
